GenID CA21_STAND_BLUE CA21_DTP_BLUE CA21_HP_BLUE CA21_EW_BLUE CA21_EL_BLUE CA21_TPF_BLUE CA21_PH_BLUE CA21_EH_BLUE CA21_STAND_BLUP CA21_DTP_BLUP CA21_HP_BLUP CA21_EW_BLUP CA21_EL_BLUP CA21_TPF_BLUP CA21_PH_BLUP CA21_EH_BLUP
C192 67.5555555555556 66.6052631578948 2.99614746325273 3.9043978188715 14.0991978820926 3.75839655444919 89.7368421052632 37.6754385964912 65.9271428705183 66.4102312510482 3.0129653024639 3.9404053954402 14.6430298138463 3.73486780597959 91.4504231498031 37.5322715503195
C196 47.5555555555556 67.6052631578948 2.7739252410305 3.68217559664928 16.4325312154259 2.20284099889363 83.0701754385965 29.3421052631579 47.6560383709661 67.2337738115204 2.8285067859174 3.81508832680838 16.5583608470884 2.45955135827289 86.6711790829193 33.0849008987921
C203 77.5555555555556 61.9385964912281 2.55170301880828 3.68217559664928 16.8769756598704 3.8695076655603 88.0701754385965 29.3421052631579 75.0626951202944 62.567032635511 2.6440482693709 3.81508832680838 16.9231858058012 3.82596183795864 90.2556121330822 33.0849008987921
C247 27.5555555555556 67.2719298245614 3.44059190769717 4.57106448553817 16.3214201043148 1.75839655444919 106.40350877193 37.6754385964912 29.3849338714139 66.9592596246964 3.38188233555689 4.31635660133566 16.4671546074102 2.09517523035669 103.398533317013 37.5322715503195
C254 33.5555555555556 66.6052631578948 4.44059190769717 3.9043978188715 16.2103089932037 1.64728544333808 76.4035087719298 26.0087719298246 34.8662652212795 66.4102312510482 4.21194566001613 3.9404053954402 16.375948367732 2.00408119837764 81.8919350160354 31.3059526381811
C317 45.5555555555556 62.6052631578948 2.66281412991939 4.45995337442706 19.543642326537 4.09172988778252 129.736842105263 56.0087719298246 45.8289279210109 63.1160610091592 2.73627752764415 4.25369806701975 19.1121355580778 4.00814990191674 120.125887551106 47.3164869836798
C319 46.8888888888889 62.2719298245614 2.88503635214161 4.34884226331595 17.2103089932037 2.53617433222697 106.40350877193 42.6754385964912 47.0470015543143 62.8415468223351 2.92073604419065 4.19103953270384 17.1968045248357 2.73283345421004 103.398533317013 40.2006939412359
C328 58.2222222222222 63.2719298245614 3.21836968547495 4.34884226331595 17.9880867709815 2.8695076655603 104.736842105263 44.3421052631579 57.4006274373939 63.6650893828074 3.1974238190104 4.19103953270384 17.8352482025831 3.00611555014719 102.203722300292 41.0901680715414
C352 74.8888888888889 65.6052631578948 3.21836968547495 4.12662004109372 15.9880867709815 3.98061877667141 94.7368421052632 37.6754385964912 72.6265478536874 65.5866886905759 3.19742381901039 4.06572246407202 16.1935358883756 3.91705586993769 95.0348561999661 37.5322715503195
C353 80.2222222222222 62.9385964912281 3.10725857436384 4.23773115220483 16.6547534376482 3.75839655444919 93.0701754385965 29.3421052631579 77.4988423869014 63.3905751959833 3.10519456073715 4.12838099838793 16.7407733264448 3.73486780597959 93.8400451832451 33.0849008987921
C355 72.8888888888889 65.2719298245614 3.32948079658606 4.23773115220483 16.4325312154259 4.8695076655603 104.736842105263 42.6754385964912 70.7994374037322 65.3121745037519 3.28965307728364 4.12838099838793 16.5583608470884 4.6458081257701 102.203722300292 40.2006939412359
C378 58.2222222222222 64.6052631578948 3.32948079658606 4.45995337442706 17.2103089932037 4.31395211000474 91.4035087719298 39.3421052631579 57.4006274373939 64.7631461301037 3.28965307728364 4.25369806701975 17.1968045248357 4.19033796587484 92.6452341665241 38.421745680625
C383 34.8888888888889 67.9385964912281 3.55170301880828 3.68217559664928 17.4325312154259 3.42506322111586 123.070175438596 51.0087719298246 36.084338854583 67.5082879983445 3.47411159383014 3.81508832680838 17.3792170041921 3.46158571004244 115.346643484223 44.6480645927633
C390 40.8888888888889 66.9385964912281 3.32948079658606 4.23773115220483 16.6547534376482 4.31395211000474 104.736842105263 41.0087719298246 41.5656702044487 66.6847454378723 3.28965307728364 4.12838099838793 16.7407733264448 4.19033796587484 102.203722300292 39.3112198109305
C417 43.5555555555556 67.9385964912281 4.21836968547495 3.9043978188715 13.9880867709815 4.31395211000474 104.736842105263 47.6754385964912 44.0018174710556 67.5082879983445 4.02748714346964 3.9404053954402 14.5518235741681 4.19033796587484 102.203722300292 42.8691163321524
C530 48.8888888888889 62.2719298245614 2.88503635214161 4.12662004109372 17.3214201043148 4.53617433222697 101.40350877193 41.0087719298246 48.8741120042696 62.8415468223351 2.92073604419065 4.06572246407202 17.2880107645139 4.37252602983294 99.8141002668499 39.3112198109305
C546 78.8888888888889 62.9385964912281 3.10725857436384 3.79328670776039 14.9880867709815 2.98061877667141 76.4035087719298 31.0087719298246 76.2807687535979 63.3905751959833 3.10519456073715 3.87774686112429 15.3726797312718 3.09720958212624 81.8919350160354 33.9743750290976
C571 54.2222222222222 64.6052631578948 4.64254385964912 4.70394736842105 16.6074561403509 1.55043859649123 101.40350877193 37.6754385964912 53.7464065374835 64.7631461301037 4.27518882214748 4.3164922828863 16.7388813484595 2.07070340505596 99.8141002668499 37.5322715503195
C579 57.5555555555556 62.9385964912281 3.66281412991939 4.45995337442706 14.7658645487593 3.98061877667141 83.0701754385965 32.6754385964912 56.7915906207422 63.3905751959833 3.56634085210339 4.25369806701975 15.1902672519155 3.91705586993769 86.6711790829193 34.8638491594031
C583 37.5555555555556 66.9385964912281 3.32948079658606 3.79328670776039 16.6547534376482 4.09172988778252 96.4035087719298 37.6754385964912 38.52048612119 66.6847454378723 3.28965307728364 3.87774686112429 16.7407733264448 4.00814990191674 96.229667216687 37.5322715503195
